,winpercent, oppwinpercent, weather, temperature, numinjured, oppnuminjured, startingpitcher, oppstartingpitcher, dayssincegame, oppdayssincegame, homeaway, rundifferential, opprundifferential,winner
567,0.217772332,0.237168117,0,75.11161177,3,0,2,4,3,3,1,?,61,1
568,0.787943008,0.505607604,1,74.31337053,1,2,5,5,2,3,1,89,2,1
569,0.20504455,0.643489121,-1,63.05204478,1,3,4,3,2,2,1,63,25,1
570,?,0.303196557,1,67.52741858,1,1,5,2,3,4,?,?,48,1
571,0.446614094,0.588070152,1,62.64940199,2,0,2,4,2,1,1,93,49,1
572,0.204111675,0.8988253,1,66.11517124,2,2,3,3,4,2,0,27,48,1
575,0.140401382,0.670176133,1,73.17674129,2,-1,4,3,2,2,1,42,52,1
576,0.130732693,0.593275031,-1,64.94540586,0,0,?,4,?,1,0,76,34,1
577,0.4052492,0.802080192,0,69.9950096,4,2,1,5,1,0,0,40,77,1
581,0.448366472,0.428287065,?,55.45540325,2,2,4,5,3,2,1,24,66,1
583,0.586294908,0.449788289,1,54.73214696,2,0,5,?,2,2,1,65,74,1
584,0.504423639,1.176645192,1,55.53459609,1,2,5,3,3,2,1,41,25,1
587,0.474473485,0.530361082,1,64.52051669,1,2,1,4,2,3,1,-15,58,1
588,0.35297815,0.557491078,1,70.78650292,1,0,5,3,3,2,0,62,17,1
589,0.563038612,?,0,69.82653227,?,0,5,5,4,3,1,63,47,1
591,0.691511177,0.447281007,-1,76.52729001,2,?,?,4,3,3,0,55,48,1
592,0.759521572,0.723756598,-1,64.30735686,2,2,4,3,3,1,1,63,58,1
593,0.65100887,0.406685141,-1,61.98265804,3,3,2,5,3,4,0,54,?,1
597,0.401342686,0.579782112,1,58.66170046,1,2,3,5,4,2,0,97,47,1
598,0.270566196,0.199097504,-1,51.18234415,3,2,4,1,4,5,1,68,60,1
599,?,0.402052551,0,57.93441626,3,3,2,1,0,1,1,37,72,1
601,0.49963742,0.558478323,1,61.8167146,2,1,3,1,1,1,1,13,34,1
602,?,0.578785727,0,58.32119817,1,1,5,3,4,3,0,25,89,1
604,0.507155267,?,-1,65.50583984,2,2,1,1,1,2,1,49,46,1
607,0.250527655,0.494383443,1,64.8923329,1,2,1,3,3,2,0,58,31,1
609,0.505022928,0.769208837,-1,?,2,2,4,4,?,2,1,26,58,1
610,0.252250375,0.713361567,-1,66.44015463,2,2,5,?,2,3,0,48,45,1
613,0.280955158,0.491569069,1,68.21542005,2,1,2,3,4,0,1,72,68,1
618,0.545762125,0.304606473,0,59.71172108,2,0,4,1,2,0,1,23,27,1
620,0.583358384,?,1,61.29619844,0,1,2,4,3,1,1,92,39,1
622,0.1507801,0.563618327,1,73.00323865,4,2,3,5,3,2,0,53,21,1
623,0.581950268,0.470212545,1,64.49171835,1,2,2,4,4,3,1,64,31,1
624,0.445873526,0.497388528,1,58.62575611,1,1,1,3,?,3,1,69,55,1
626,0.434362455,0.598095254,0,69.86393786,3,2,5,1,2,2,0,38,59,1
627,0.678962499,0.582554789,?,68.66040475,3,3,2,5,4,2,1,70,55,1
628,0.601483619,0.520503038,1,68.78286256,1,1,2,5,2,3,0,38,47,1
631,0.23555249,0.585220635,-1,62.17114471,3,1,?,2,0,3,1,69,54,1
632,0.42967613,0.434584233,1,72.69557168,3,1,1,4,2,2,1,44,?,1
633,?,0.566483698,1,65.48573321,1,1,4,5,2,3,0,28,22,1
634,0.37701877,0.615534931,-1,72.05908981,2,1,2,?,2,3,0,53,65,1
635,?,0.407947515,0,57.05071198,1,0,5,1,0,1,0,56,18,1
636,0.688442925,0.61811594,-1,76.88620342,3,1,4,5,?,4,0,57,68,1
637,?,0.75017681,1,?,2,3,2,4,3,3,1,51,41,1
638,0.361925033,0.828524969,-1,69.33471417,2,0,2,3,2,2,0,38,?,1
640,0.522269614,0.344228799,1,69.35775647,1,1,5,2,3,4,0,58,75,1
643,0.412435858,0.75897497,1,68.48512647,1,1,5,1,4,4,1,76,70,1
644,0.796676119,0.462195718,1,55.50869525,1,-1,5,4,?,3,0,87,61,1
649,0.161876337,0.33585678,1,62.13425627,2,1,2,1,3,3,1,64,52,1
650,0.395253112,0.945960933,0,58.82194457,1,?,5,5,3,2,0,30,63,1
652,0.810456614,0.66669241,1,62.67359111,2,0,5,2,3,2,0,?,47,1
655,0.417044987,0.343655482,1,60.42144051,2,2,2,4,2,3,1,56,55,1
656,0.178868759,0.583562273,-1,61.02822248,?,2,3,1,3,4,0,47,78,1
658,0.880576206,0.552556344,1,73.37784126,2,0,5,5,1,2,0,54,29,1
659,0.696029628,0.459595148,-1,71.4920517,1,1,1,2,3,3,1,43,42,1
660,0.550475611,0.564867479,-1,65.81396937,1,0,5,5,2,0,0,28,75,1
663,0.873975878,0.599369867,-1,66.29338444,2,1,4,4,2,3,1,19,?,1
664,0.793379727,0.320512493,1,70.78912708,?,1,1,1,1,2,?,29,16,1
665,0.584601134,1.032545074,1,67.76125773,3,1,2,4,2,3,1,55,76,1
666,0.542695587,0.5253194,0,72.38605203,1,0,?,1,1,3,1,45,47,1
670,-0.002398199,0.554705332,0,67.08794887,1,1,?,1,4,2,1,45,26,1
671,0.786282677,0.396481626,0,56.4439779,3,1,4,2,3,3,1,75,36,1
672,0.371570275,0.270054869,-1,66.83277015,1,1,4,1,4,1,0,70,52,1
673,0.408311587,0.280033622,-1,?,1,-1,5,4,1,3,1,17,42,1
674,0.672657201,0.556470122,1,71.73514293,1,1,4,4,4,?,1,36,57,1
675,0.417160654,0.314038631,0,76.90073437,3,2,4,5,2,5,0,54,43,1
677,0.370308212,0.718868497,0,68.76249217,3,0,1,3,4,2,0,64,25,1
678,0.402918324,0.750665905,0,62.80338922,2,1,4,?,2,2,1,64,75,1
679,?,0.257569781,-1,68.26825293,3,0,1,?,2,3,0,62,81,1
682,0.568030985,0.427175844,1,62.46861873,-1,-1,2,2,1,2,0,71,66,1
683,0.59110395,0.675496649,0,?,2,0,4,5,3,3,0,56,63,1
684,0.280339922,0.468243829,-1,57.09224231,2,1,3,4,2,1,0,15,31,1
685,0.455843367,0.592001421,0,61.71944407,3,1,2,5,?,3,1,31,66,1
687,0.308478298,0.782374048,1,69.77374669,1,1,4,1,3,3,1,58,62,1
688,0.687776701,0.57699486,-1,71.29677394,2,2,4,5,2,2,1,41,31,1
689,0.074846931,0.986899997,1,59.89212842,2,0,3,5,3,4,0,11,58,1
690,0.326898175,0.195529965,1,78.56332079,1,1,2,2,2,2,0,52,28,1
691,0.684621527,0.506159078,?,61.14335392,2,1,3,4,0,3,1,59,38,1
692,0.256863289,0.377791353,1,60.84739354,?,0,4,4,3,2,0,60,53,1
694,0.198908307,0.42220432,1,65.50682665,3,1,3,2,?,2,0,55,64,1
697,0.776969294,0.360713664,-1,63.37263265,2,1,2,5,2,2,1,55,79,1
698,0.472019876,0.716926397,0,55.38464704,2,2,5,2,2,?,0,35,38,1
699,0.403541319,0.590694959,1,68.39159173,2,1,3,2,3,6,0,64,42,1
703,0.668299817,0.658273523,0,59.84380788,2,1,4,2,3,2,0,49,35,1
704,0.225998042,0.659124659,?,63.92520084,1,1,3,2,1,2,1,47,62,1
706,0.459530613,0.343543576,1,64.65843983,1,0,4,2,3,0,1,-7,34,1
707,0.361176818,?,-1,?,3,?,4,?,1,3,1,24,76,1
709,?,0.368491382,-1,?,2,1,1,5,1,1,0,66,49,1
710,0.431280762,0.602264834,1,60.54568816,2,0,4,1,4,2,0,23,?,1
712,0.398481463,?,0,65.7125168,4,2,4,2,1,2,0,38,28,1
717,0.746389037,0.502468263,1,72.77225234,2,2,3,1,2,3,?,12,38,1
718,0.394674879,0.522753346,1,66.77766267,3,1,2,2,2,3,0,57,63,1
719,0.283447322,0.677719692,-1,69.8024553,2,2,1,1,4,2,0,36,75,1
721,0.430771453,0.721619854,1,54.13726141,1,0,5,4,1,3,0,30,50,1
724,0.722778705,0.523586313,-1,59.55201803,2,2,2,2,4,3,1,35,60,1
725,0.614345576,0.366154144,-1,59.60813221,0,-2,5,1,2,4,1,42,31,1
726,0.625203463,0.476690005,-1,67.48209458,2,2,3,4,2,2,1,6,66,1
728,0.393644996,0.339566694,?,61.38128808,1,1,1,1,2,3,1,34,29,1
729,0.474296955,0.357348402,0,69.90901326,2,1,3,3,2,1,1,42,52,1
730,0.512684654,0.771288449,0,80.87052783,1,1,3,4,2,4,0,56,59,1
731,0.458112226,0.46629986,1,64.42141947,3,0,4,3,2,2,?,59,56,1
732,0.7454664,0.613716889,0,61.17106903,2,1,5,?,2,2,?,53,?,1
734,0.672360845,0.686924618,1,66.61186535,2,1,5,1,3,1,?,40,29,1
735,0.457577701,0.451605284,1,56.55955082,2,2,2,3,3,2,1,?,84,1
737,0.802664029,0.405835316,-1,57.58912213,0,1,1,2,2,0,1,43,10,1
739,0.969700796,0.640466879,1,64.52881647,1,1,4,5,4,4,0,56,37,1
740,0.785018062,?,-1,65.27145656,?,3,3,3,4,3,1,76,-4,1
741,0.691537267,0.375016534,-1,65.30450943,0,2,1,3,2,2,1,82,35,1
743,0.46139803,0.417927599,0,59.02401025,2,1,3,4,2,2,1,47,45,1
747,0.677900476,0.394856761,?,62.60507905,0,0,?,3,4,?,0,87,14,1
748,0.244583592,0.323674446,-1,65.67407863,3,1,3,2,?,3,1,70,92,1
749,0.473576331,0.686519783,1,54.73090183,3,3,5,4,?,1,1,78,37,1
754,?,0.540565856,0,67.9439379,?,2,4,1,2,2,1,93,82,1
756,0.418621866,0.731013371,1,60.37416063,2,2,3,3,2,0,1,41,49,1
757,0.323765823,0.759849615,1,63.25561649,2,1,?,4,4,1,1,19,53,1
758,0.562060248,0.038072797,-1,58.80787005,0,2,5,2,1,2,1,24,1,1
760,0.292612118,?,?,70.9124451,0,0,4,3,2,3,0,34,39,1
762,0.908942844,0.856356536,0,79.18503912,2,1,5,1,2,1,0,77,51,1
763,0.467775489,0.555215588,?,63.82008997,?,1,4,3,2,2,1,61,96,1
764,0.289108465,0.885687452,1,76.85653379,?,3,1,3,2,2,0,46,57,1
765,0.679468384,0.632825868,1,56.34021476,1,0,4,3,2,1,1,77,44,1
766,0.426044359,0.874872997,-1,51.21897648,2,1,?,2,4,3,0,53,63,1
767,0.828862401,0.463675552,0,?,2,0,3,2,3,3,0,63,50,1
769,0.378637554,0.365563662,0,66.47935275,?,1,4,1,2,4,0,40,?,1
770,0.542306603,0.457109069,1,57.28691688,2,1,3,1,2,3,0,42,48,1
771,0.630342742,?,0,66.43224365,1,1,3,5,1,3,1,23,50,1
772,0.4481627,0.535081527,0,59.72623754,0,0,5,2,3,2,0,32,64,1
773,0.735681855,0.727774254,1,62.44112152,2,2,1,5,4,4,0,47,55,1
774,0.515637684,0.672219106,0,70.96687143,1,1,4,2,1,2,0,33,37,1
775,?,0.508983779,-1,60.75806866,2,2,5,3,2,3,0,60,25,1
776,0.721647231,0.488359727,0,54.50587454,2,0,1,5,3,3,0,54,42,1
779,0.582377003,?,-1,58.88252993,2,1,4,5,1,2,1,15,38,1
781,0.639286298,0.358984529,0,60.00164651,2,1,5,2,4,4,1,22,39,1
782,?,0.388359714,1,57.84025099,1,1,3,3,3,1,0,61,29,1
783,?,0.720514678,-1,75.10531621,1,2,5,4,2,2,0,54,13,1
785,0.831771581,0.468300286,-1,68.34857012,1,1,3,?,4,2,1,14,41,1
786,0.762072049,0.824592799,0,56.07861853,2,0,1,?,2,2,0,75,34,1
787,0.588169999,0.68073674,?,52.41296558,2,?,3,2,?,3,0,23,61,1
788,0.480370573,0.403915399,1,69.09407238,2,1,1,4,2,2,1,81,20,1
789,0.447175772,0.263149215,0,61.76679663,2,2,1,5,3,2,?,37,23,1
792,0.807636626,0.627065003,1,79.52827349,4,3,4,5,4,3,0,34,?,1
794,?,0.381126765,1,67.69947014,0,0,5,2,3,2,0,71,51,1
795,0.262463125,0.523329797,?,72.65360145,4,0,5,3,2,3,1,78,50,1
797,0.334774631,0.412816096,-1,59.82347184,4,3,5,1,2,2,?,29,42,1
798,0.504425037,0.22094704,0,?,4,0,3,4,2,3,1,49,21,1
800,0.360760628,0.514431934,0,70.85966476,2,0,3,4,2,1,1,45,63,1
806,0.166943705,0.573535474,1,55.0452558,2,2,1,4,3,2,1,?,67,1
810,0.840705392,0.600289395,-1,68.35375491,4,3,5,3,?,3,0,33,36,1
811,0.49660141,0.569969853,?,65.63297836,1,1,2,2,3,3,1,53,69,1
812,0.354135501,0.686889841,-1,59.92468485,3,3,2,5,2,3,0,46,58,1
813,?,0.580521087,-1,69.29304389,1,?,5,2,2,3,0,90,32,1
814,0.669675498,0.474738758,-1,63.73896894,2,1,2,2,2,3,1,58,78,1
815,0.58818178,0.367047463,-1,67.59405283,2,?,4,3,4,3,1,34,26,1
816,0.34716855,0.740453936,-1,62.6600346,1,1,3,1,3,3,0,82,47,1
819,0.640835279,0.422018461,1,48.8331569,1,1,1,1,2,2,1,43,47,1
820,0.470709967,0.596616203,0,64.30859302,2,?,3,3,1,?,0,37,42,1
823,0.156160079,0.867902524,1,?,2,?,4,5,2,2,1,73,66,1
824,0.271984097,0.756541799,0,79.99441211,2,1,?,5,3,1,0,59,42,1
826,0.513176649,0.469165035,1,59.34248764,1,1,3,2,1,2,0,48,51,1
828,0.614698366,0.36180315,1,60.15219826,2,1,4,1,3,1,1,43,40,1
831,0.500992393,0.483846627,0,53.21845358,1,0,4,1,3,4,0,30,55,1
832,0.679490413,0.496982832,0,68.60989732,2,1,?,2,2,?,0,79,?,1
833,0.80061238,0.61159629,1,72.99956417,2,2,4,2,3,3,1,38,32,1
834,0.867394315,1.047175722,1,74.92857682,1,1,1,1,2,5,1,47,48,1
835,0.712310495,0.807841264,0,67.68948465,1,1,3,5,1,2,0,60,28,1
837,0.206285532,0.411636374,?,68.29517216,1,1,?,3,3,2,1,73,28,1
840,0.569226495,0.819031142,1,65.53283835,3,1,3,5,2,3,0,63,44,1
841,0.219309677,0.3953718,0,70.13828977,3,1,3,4,4,5,1,74,27,1
842,0.83093672,0.527537119,0,52.33497662,2,2,1,5,5,4,1,26,23,1
843,0.272330032,0.401026323,1,69.92460662,2,1,1,4,3,3,1,-7,10,1
845,0.611776712,0.367480206,0,62.24323139,1,1,2,5,1,3,0,65,36,1
846,0.398096647,0.720532471,-1,65.22346574,3,3,1,3,2,3,0,30,34,1
847,0.314767512,0.723451267,?,66.931383,0,1,1,5,3,0,?,43,35,1
848,0.697400396,0.390897244,1,84.47648763,2,0,5,5,1,1,1,52,17,1
849,0.832705833,0.835401358,-1,73.86762465,1,1,5,1,1,4,0,14,60,1
850,0.739981642,0.657772307,-1,69.25591765,1,2,2,2,2,2,0,60,?,1
851,0.794352446,0.755549549,0,69.79134617,2,2,1,3,4,4,0,6,55,1
852,0.569712591,0.602530755,0,69.60252102,1,1,3,5,2,3,1,29,34,1
853,0.717326968,0.379502718,0,67.88735123,4,2,4,2,3,3,0,31,18,1
854,-0.102560122,0.449034266,0,70.80893327,1,1,5,?,4,2,0,29,47,1
859,?,0.382403185,1,72.66066775,3,2,1,4,3,3,1,45,49,1
860,0.439706516,0.4381968,0,?,?,1,4,?,1,2,0,70,50,1
861,1.016696776,0.536042389,?,66.63081806,?,1,4,4,4,2,1,44,67,1
862,0.638666526,0.539846044,0,65.96463766,3,2,1,?,4,3,?,43,76,1
863,0.604679429,0.544415288,-1,69.09216214,3,0,5,2,2,3,1,23,65,1
864,0.093542687,0.548960566,1,77.49148974,6,3,1,2,3,3,0,48,?,1
865,0.592971717,0.185470354,-1,65.77208835,2,2,2,?,2,2,1,74,41,1
867,0.364021166,0.672342022,-1,74.98410834,2,1,2,4,4,1,0,37,60,1
870,0.610438766,0.733081589,-1,75.07431249,3,1,3,?,3,4,1,50,37,1
871,0.585379877,0.529446699,0,?,2,2,1,3,3,4,1,75,45,1
874,0.485899276,0.622725187,1,70.72507057,?,0,4,1,1,2,1,25,79,1
875,0.767152619,0.689911196,-1,63.10060803,1,1,3,1,3,0,1,45,57,1
876,0.726709486,0.536344464,1,70.7813305,2,2,4,3,2,3,0,28,79,1
877,0.27010666,0.280073958,1,73.82474744,1,1,?,1,4,3,0,41,63,1
883,0.353591458,0.253043275,1,63.05601209,1,1,2,3,1,3,1,22,58,1
884,0.350214738,0.407247306,1,70.10047743,3,2,2,3,2,3,1,86,40,1
885,0.569146913,0.642827886,-1,60.11651398,2,0,2,1,3,?,1,37,55,1
886,0.434165242,0.403978374,0,55.43821004,1,?,4,5,2,2,1,-3,43,1
887,0.242623274,0.295959178,1,60.89965517,3,2,5,1,3,4,1,11,83,1
888,0.425045231,0.654836355,-1,54.31830178,2,2,4,2,3,3,1,46,38,1
889,0.849724711,0.26654948,0,75.37826685,2,1,5,3,3,0,1,46,30,1
890,0.367150281,0.595436933,0,61.76173198,2,?,1,4,3,3,0,25,70,1
891,0.277788978,0.147950198,-1,64.97654087,?,2,2,3,3,2,?,32,67,1
892,0.626030169,0.48220863,-1,67.31782916,1,0,3,4,2,3,1,0,54,1
894,0.67370083,0.57356139,-1,61.22804535,?,2,5,5,3,6,1,51,75,1
897,0.627708374,0.44994734,1,74.19495816,2,1,5,3,?,2,0,45,38,1
899,0.664043154,0.352876928,0,?,3,2,5,5,3,2,1,27,79,1
900,0.392421386,0.446281455,0,57.69991975,3,2,?,2,3,2,1,50,65,1
902,0.515314219,0.712880484,0,65.07389566,3,3,5,1,2,5,?,83,31,1
906,?,0.5390149,1,58.88973644,2,1,2,5,3,1,1,75,51,1
908,0.521532943,0.450260473,-1,66.39458336,1,1,5,1,4,3,0,42,34,1
909,0.542029857,0.75521695,1,67.59284692,3,1,3,1,4,2,0,3,42,1
910,0.448053339,0.36345743,1,73.35873263,2,2,4,4,3,3,1,62,45,1
911,0.424115157,0.487860239,1,67.53681707,2,?,3,3,3,2,0,36,41,1
913,0.664520157,0.624017102,1,72.56656761,3,2,4,1,1,4,1,64,46,1
914,0.395618366,1.038376538,1,65.2707033,2,0,2,4,4,2,0,55,24,1
915,0.203510183,0.519923464,1,70.73666439,2,2,5,4,2,2,1,59,41,1
916,?,0.476767813,0,60.8586672,3,-1,4,4,3,3,0,11,62,1
917,0.387833569,0.861903051,1,72.09379014,3,3,4,4,2,2,0,62,48,1
921,0.843709812,0.758749769,0,?,1,0,2,3,3,4,0,69,11,1
923,0.767078515,0.713604335,0,64.23578302,2,2,1,3,?,3,1,47,40,1
924,-0.163513426,?,1,64.60098658,2,3,3,5,4,2,0,105,42,1
928,0.455864677,0.353621797,1,67.54179007,2,2,3,5,1,3,1,67,63,1
930,0.615468572,0.346880304,-1,59.20516947,1,1,?,?,2,2,1,56,33,1
931,0.474249118,0.789884429,0,61.6728532,1,1,2,3,3,4,1,62,48,1
932,0.550939863,0.596799465,1,62.16078382,2,1,4,4,4,3,0,64,35,1
933,0.434355319,0.565486516,0,78.28687962,3,2,3,5,3,2,0,52,61,1
934,0.515669439,0.514972223,-1,56.19916832,0,2,5,2,2,4,0,52,10,1
935,0.539456177,0.852378937,1,58.06505322,3,3,3,3,1,3,1,53,78,1
937,?,0.272250591,-1,72.15577481,3,1,2,3,?,3,1,51,54,1
938,0.389240515,0.870225048,1,65.41209748,1,0,4,3,3,2,0,65,?,1
940,?,0.230879153,-1,59.48873948,2,2,4,1,3,?,1,31,59,1
942,0.068071698,0.391233371,0,57.19653318,3,3,?,3,3,2,1,55,?,1
943,0.204722309,0.384149112,?,51.72743839,3,0,2,2,3,5,1,72,54,1
944,0.885799705,0.59462838,1,56.58833026,2,1,3,3,2,1,1,8,8,1
947,?,0.76978007,0,66.56293986,2,0,1,3,3,3,1,78,78,1
948,0.498681614,0.546605043,1,58.82252923,3,1,1,4,1,?,0,63,71,1
949,0.651904144,0.396424875,?,62.54486373,2,0,4,3,2,2,0,70,17,1
950,0.219878248,0.774787367,0,70.3891579,2,1,4,3,0,?,0,61,65,1
952,0.175445253,0.647980851,-1,67.79383085,1,-1,3,5,?,3,0,65,100,1
953,0.160033302,0.250860863,0,61.96840973,2,1,4,4,2,3,0,82,55,1
954,0.36814096,0.530851048,-1,82.38940154,3,2,?,?,2,1,1,57,27,1
955,?,0.701766987,-1,74.91599341,1,1,2,2,2,0,0,38,54,1
956,0.342963186,0.749597107,-1,?,1,1,5,2,3,?,1,43,77,1
957,0.181846122,0.23066075,-1,69.12425642,2,0,5,4,3,2,1,?,18,1
958,0.423500043,0.443760917,1,61.26824768,4,0,4,3,3,3,0,28,50,1
961,0.412955487,0.386971019,-1,67.74859085,2,1,3,5,?,1,0,62,47,1
963,0.317181884,0.371626801,0,70.96269243,1,1,4,3,3,2,1,62,60,1
964,0.495566883,0.550595151,-1,65.92277739,4,2,4,2,2,3,?,71,49,1
967,0.533969039,0.639753521,1,61.7390619,1,1,3,2,2,4,0,71,?,1
968,0.881459765,0.754404452,1,68.37574865,2,2,5,4,2,3,1,36,29,1
970,0.760389631,0.412786619,1,66.22694301,2,1,2,3,?,2,0,96,62,1
971,0.615741218,0.563068946,0,64.92355637,2,0,4,1,1,3,1,50,77,1
973,?,0.745390521,-1,75.21313794,3,1,5,4,3,1,0,81,49,1
974,0.288289913,0.690511965,0,68.95085444,1,1,1,3,2,2,1,73,34,1
975,0.81575798,0.34985793,0,68.71128241,1,0,3,1,3,3,1,30,31,1
977,0.379674529,0.439416385,0,68.30557064,2,2,4,3,3,2,1,62,59,1
979,0.500445457,0.674152751,-1,73.39524191,3,2,?,?,3,2,1,66,58,1
983,0.508434706,0.695882032,0,69.95230979,2,2,3,1,1,3,0,39,77,1
984,0.485078241,0.723047213,1,63.77998129,2,2,?,1,3,1,0,4,?,1
985,0.484915096,0.237817871,0,63.40589782,3,2,3,5,3,1,0,53,42,1
986,0.701568879,0.508807817,1,69.60277628,3,2,2,5,3,3,1,61,12,1
988,0.281225327,0.604091272,-1,62.41335576,3,0,1,2,1,4,1,17,44,1
990,0.567697112,0.549499284,0,48.44667111,2,2,4,1,3,4,1,27,30,1
993,?,0.523450011,1,70.38456823,?,-1,2,5,1,5,0,19,29,1
995,0.472773173,0.831392405,-1,60.06436682,?,1,3,3,1,3,0,52,45,1
997,0.425549156,0.62490519,1,58.45594467,3,2,3,5,3,2,1,60,30,1
1000,0.275638631,0.388228893,0,74.14455188,0,0,3,5,2,?,0,82,42,1
1001,0.518204814,0.456135424,0,69.9079392,2,1,1,5,3,4,1,38,46,1
1004,0.412974088,0.72253204,-1,72.15983061,3,2,1,5,4,1,1,87,57,1
1005,0.086846297,0.240689671,1,60.957062,1,-1,5,?,3,?,1,60,67,1
1006,0.720317816,0.452478644,0,71.02341731,1,1,4,2,2,3,0,55,51,1
1007,?,0.737880876,0,64.81780941,?,1,3,5,?,3,0,96,38,1
1009,0.578977605,0.584229734,0,60.25840126,2,2,1,1,2,3,0,76,29,1
1013,0.575942553,0.3746782,0,68.09994759,4,0,3,1,4,4,0,?,59,1
1014,0.593901502,0.409405195,0,68.77500727,2,2,4,?,4,2,0,21,66,1
1016,0.579838206,0.564907988,1,74.46228119,0,4,1,1,2,3,1,49,13,1
1017,0.46356168,0.735666361,-1,72.01573399,1,1,4,2,5,2,1,28,29,1
1018,?,0.676487259,-1,63.50956175,2,2,5,2,2,4,0,31,?,1
1019,0.367140618,0.636432349,-1,63.55524025,4,1,1,2,4,3,1,58,46,1
1021,0.444237337,0.422993562,1,61.31401088,4,1,1,1,2,2,1,32,75,1
1022,0.651073394,0.684140204,-1,55.58856173,?,0,4,3,3,3,?,71,36,1
1023,0.320396132,0.681613803,-1,59.16511787,0,0,4,5,3,?,1,37,29,1
1024,0.685298781,0.598901828,1,59.05143056,1,1,1,3,2,3,1,77,33,1
1025,0.583682529,0.463464587,-1,72.52912761,?,0,3,2,4,5,0,?,89,1
1026,0.173546489,0.540077728,1,57.02090291,2,2,3,3,4,3,1,43,20,1
1027,0.066730561,0.702696454,1,?,2,3,5,5,2,1,0,70,29,1
1028,0.549695608,0.69912931,0,70.37916871,2,?,2,5,2,1,1,37,8,1
1032,0.360853468,0.592112534,0,70.15453445,0,0,3,2,3,3,1,55,54,1
1035,0.050804914,0.402440964,1,73.36157118,2,2,2,3,4,3,0,40,81,1
1036,0.682889056,0.827636735,0,65.99510777,1,1,2,5,3,3,1,67,26,1
1037,0.602070478,0.543480866,-1,59.99162206,3,2,3,1,?,2,0,38,11,1
1040,0.380212604,0.783146013,-1,59.30599606,2,2,5,1,1,?,1,72,51,1
1041,0.489474484,0.477428551,-1,69.98418687,1,1,5,4,4,3,1,84,39,1
1042,0.290162303,?,0,60.16583731,3,1,?,3,4,?,0,?,89,1
1043,0.494113973,0.495126742,-1,57.64891751,2,?,4,2,1,1,1,47,55,1
1045,0.625264659,0.693121032,1,67.30843401,?,2,3,5,1,2,0,72,55,1
1046,0.311319242,0.567643707,-1,67.79137868,2,2,1,5,3,2,1,51,53,1
1047,0.486479922,0.640221205,-1,69.56953104,3,2,4,3,2,1,1,41,35,1
1048,0.289825413,0.60824122,-1,76.04259446,0,1,3,4,1,2,0,39,14,1
1049,0.392247698,0.439886999,-1,62.93364769,2,2,3,1,0,3,1,7,37,1
1050,0.358958991,0.841388653,-1,73.71679411,1,1,4,5,2,2,1,45,70,1
1053,0.31612459,0.526909812,1,66.51318734,2,1,2,2,0,2,1,51,63,1
1054,0.459144543,0.437022543,1,53.09888635,2,1,5,2,2,3,1,50,46,1
1057,0.922402994,?,1,58.18104686,1,-1,1,4,3,0,1,45,36,1
1058,0.447112529,0.692594671,0,69.52183184,1,1,4,1,1,2,1,?,28,1
1059,0.764585096,0.59428846,0,64.60381362,2,2,3,2,2,?,1,14,86,1
1061,0.389010527,0.518883309,1,?,1,1,3,1,4,2,0,52,36,1
1062,0.524914939,0.395411904,1,74.70063332,1,1,2,3,2,3,1,57,9,1
1064,0.541492498,0.545649234,1,65.50250181,3,0,1,1,3,2,1,34,54,1
1066,0.665383961,0.809306075,0,58.66077713,2,1,3,5,3,3,1,58,20,1
1067,0.509750989,0.518857898,1,49.32272097,2,2,2,1,2,0,0,56,16,1
1068,0.209193173,0.513486441,0,65.8820906,1,1,5,4,4,4,0,58,41,1
1071,?,0.182249318,1,55.30155784,2,0,3,3,1,2,0,52,40,1
1072,0.290186292,0.346984368,0,77.83115361,3,3,2,5,3,2,0,71,69,1
1074,0.571643779,?,1,78.73227252,2,2,3,1,3,2,1,53,75,1
1075,0.377936519,0.453732182,0,54.68390822,1,1,4,5,2,?,1,73,38,1
1077,0.484601731,0.414096572,1,65.93791233,2,2,3,2,3,2,1,72,71,1
1083,0.94404592,0.468513137,1,68.51934946,1,0,1,2,2,1,1,?,34,1
1086,0.623134109,1.06481771,1,?,0,4,2,3,2,4,1,54,?,1
1087,0.640179574,0.473246644,0,56.32963564,?,2,1,5,3,4,0,60,46,1
1090,0.478428115,0.459011615,-1,59.83189441,2,1,2,5,1,1,1,?,24,1
1091,0.388834237,0.515094911,1,58.85593695,2,1,2,5,0,1,0,45,27,1
1092,0.306879942,0.529964401,?,62.89701457,1,0,3,3,2,2,0,2,43,1
1093,0.400637711,0.565454441,1,66.95181922,3,2,4,1,3,2,1,34,52,1
1095,0.346029024,0.677182415,-1,66.19534241,2,2,5,2,1,2,0,62,?,1
1096,0.869687739,?,0,78.95657751,?,1,5,4,2,1,1,37,54,1
1097,0.779321631,0.315315289,1,66.22851355,3,2,4,2,3,3,1,60,39,1
1098,0.439706234,0.674648488,-1,60.19447831,3,2,5,1,4,4,1,63,86,1
1099,1.03549653,0.406532555,0,64.03988419,3,1,1,2,2,1,1,64,48,1
1100,0.147197267,-0.003074791,1,54.65548549,0,2,5,1,3,3,0,28,52,1
1101,0.41251074,0.68162782,0,60.42891771,3,3,5,3,4,2,1,62,51,1
1102,0.580426374,0.484160813,-1,60.92667415,3,3,1,3,1,3,0,73,32,1
